Neighbourhood,Plannedـtransactionـdetails,Detailsـtransaction,Date,transactionـnumber,Total_price,Area,Price_per_meter
الخير,مخطط/3539,قطعة 2509,"Wednesday, 19 January 2022 ",15962638,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2510,"Wednesday, 19 January 2022 ",15962627,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2511,"Wednesday, 19 January 2022 ",15962614,700000.00,644.99,1085.00
الخير,مخطط/3539,قطعة 2512,"Wednesday, 19 January 2022 ",15962578,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2513,"Wednesday, 19 January 2022 ",15962536,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2514,"Wednesday, 19 January 2022 ",15962537,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2515,"Wednesday, 19 January 2022 ",15962571,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2516,"Wednesday, 19 January 2022 ",15962588,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2517,"Wednesday, 19 January 2022 ",15962531,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2518,"Wednesday, 19 January 2022 ",15962464,700000.00,644.99,1085.00
الخير,مخطط/3539,قطعة 2519,"Wednesday, 19 January 2022 ",15962490,700000.00,645.00,1085.00
الخير,مخطط/3539,قطعة 2520,"Wednesday, 19 January 2022 ",15962496,700000.00,720.74,971.00
الخير,مخطط/3539,قطعة 2521,"Wednesday, 19 January 2022 ",15962339,700000.00,763.00,917.00
الخير,مخطط/3539,قطعة 2563,"Sunday, 9 January 2022 ",15854420,660000.00,630.00,1048.00
الخير,مخطط/3539,قطعة 2574,"Thursday, 13 January 2022 ",15905260,660000.00,630.00,1048.00
الخير,مخطط/3539,قطعة 2651,"Sunday, 23 January 2022 ",15979464,730000.00,648.00,1127.00
الخير,مخطط/3539,قطعة 2732,"Sunday, 16 January 2022 ",15921280,880000.00,705.00,1248.00
الخير,مخطط/3539,قطعة 2753,"Saturday, 22 January 2022 ",15975741,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 2756,"Wednesday, 26 January 2022 ",16027157,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3149,"Monday, 3 January 2022 ",15805099,620000.00,600.00,1033.00
الخير,مخطط/3539,قطعة 3149,"Sunday, 9 January 2022 ",15856832,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3160,"Wednesday, 12 January 2022 ",15898216,650000.00,600.00,1083.00
الخير,مخطط/3539,قطعة 3161,"Wednesday, 12 January 2022 ",15898187,650000.00,600.00,1083.00
الخير,مخطط/3539,قطعة 3162,"Monday, 17 January 2022 ",15935056,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3163,"Monday, 17 January 2022 ",15935318,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3164,"Monday, 17 January 2022 ",15935082,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3165,"Monday, 17 January 2022 ",15935555,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3166,"Monday, 17 January 2022 ",15935100,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3167,"Monday, 17 January 2022 ",15935944,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3181,"Monday, 17 January 2022 ",15930973,680000.00,600.00,1133.00
الخير,مخطط/3539,قطعة 3191,"Wednesday, 26 January 2022 ",16027761,770000.00,726.99,1059.00
الخير,مخطط/3539,قطعة 3192,"Wednesday, 26 January 2022 ",16027624,770000.00,711.89,1082.00
الخير,مخطط/3539,قطعة 3193,"Wednesday, 26 January 2022 ",16027070,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3194,"Wednesday, 26 January 2022 ",16027693,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3195,"Wednesday, 26 January 2022 ",16027326,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3196,"Wednesday, 26 January 2022 ",16027364,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3197,"Wednesday, 26 January 2022 ",16027486,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3198,"Wednesday, 26 January 2022 ",16027525,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3199,"Wednesday, 26 January 2022 ",16027174,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3200,"Wednesday, 26 January 2022 ",16027434,770000.00,675.00,1141.00
الخير,مخطط/3539,قطعة 3313,"Sunday, 16 January 2022 ",15920306,1000000.00,732.30,1366.00
الخير,مخطط/3539,قطعة 3425,"Sunday, 30 January 2022 ",16055553,750000.00,630.00,1190.00
الخير,مخطط/3539,قطعة 3608/1,"Tuesday, 18 January 2022 ",15949463,500000.00,369.00,1355.00
الخير,مخطط/3539,قطعة 3617,"Monday, 3 January 2022 ",15805500,740000.00,615.00,1203.00
الخير,مخطط/3539,قطعة 3634,"Tuesday, 18 January 2022 ",15948742,740000.00,600.00,1233.00
الخير,مخطط/3539,قطعة 372,"Wednesday, 12 January 2022 ",15897571,800000.00,750.00,1067.00
الخير,مخطط/3539,قطعة 374,"Wednesday, 12 January 2022 ",15896768,800000.00,750.00,1067.00
الخير,مخطط/3539,قطعة 3780,"Monday, 17 January 2022 ",15933171,786667.00,705.00,1116.00
الخير,مخطط/3539,قطعة 3780,"Wednesday, 19 January 2022 ",15957313,910000.00,705.00,1291.00
الخير,مخطط/3539,قطعة 3782,"Monday, 17 January 2022 ",15931993,660000.00,660.00,1000.00
الخير,مخطط/3539,قطعة 3784,"Monday, 17 January 2022 ",15933019,660000.00,660.00,1000.00
الخير,مخطط/3539,قطعة 3787,"Monday, 17 January 2022 ",15931639,660000.00,660.00,1000.00
الخير,مخطط/3539,قطعة 3787,"Sunday, 23 January 2022 ",15986950,800000.00,660.00,1212.00
الخير,مخطط/3539,قطعة 3788,"Monday, 17 January 2022 ",15931201,660000.00,660.00,1000.00
الخير,مخطط/3539,قطعة 3789,"Monday, 17 January 2022 ",15931456,786667.00,705.00,1116.00
الخير,مخطط/3539,قطعة 3789,"Wednesday, 19 January 2022 ",15961721,1050000.00,705.00,1489.00
الخير,مخطط/3539,قطعة 3790,"Monday, 17 January 2022 ",15930925,786667.00,705.00,1116.00
الخير,مخطط/3539,قطعة 3790,"Wednesday, 19 January 2022 ",15962283,900000.00,705.00,1277.00
الخير,مخطط/3539,قطعة 3790,"Wednesday, 26 January 2022 ",16024560,1150000.00,705.00,1631.00
الخير,مخطط/3539,قطعة 3856/1,"Sunday, 30 January 2022 ",16049139,550000.00,420.00,1310.00
الخير,مخطط/3539,قطعة 3875,"Thursday, 20 January 2022 ",15970078,700000.00,600.00,1167.00
الخير,مخطط/3539,قطعة 3927,"Sunday, 30 January 2022 ",16049684,750000.00,672.45,1115.00
الخير,مخطط/3539,قطعة 3928,"Sunday, 30 January 2022 ",16049521,750000.00,648.29,1157.00
الخير,مخطط/3539,قطعة 405,"Tuesday, 25 January 2022 ",16010404,1000000.00,750.00,1333.00
الخير,مخطط/3539,قطعة 4072,"Sunday, 2 January 2022 ",15793975,800000.00,795.00,1006.00
الخير,مخطط/3539,قطعة 4303,"Monday, 3 January 2022 ",15810290,800000.00,810.00,988.00
الخير,مخطط/3539,قطعة 4303,"Sunday, 16 January 2022 ",15917095,972000.00,810.00,1200.00
الخير,مخطط/3539,قطعة 4320,"Tuesday, 25 January 2022 ",16014202,900000.00,825.00,1091.00
الخير,مخطط/3539,قطعة 4497/1,"Sunday, 9 January 2022 ",15854566,530000.00,390.00,1359.00
الخير,مخطط/3539,قطعة 4497/2,"Wednesday, 12 January 2022 ",15896769,530000.00,390.00,1359.00
الخير,مخطط/3539,قطعة 4579,"Sunday, 2 January 2022 ",15798855,700000.00,774.00,904.00
الخير,مخطط/3539,قطعة 4579,"Thursday, 27 January 2022 ",16038652,800000.00,774.00,1034.00
الخير,مخطط/3539,قطعة 4658,"Wednesday, 5 January 2022 ",15827897,750000.00,810.00,926.00
الخير,مخطط/3539,قطعة 4658,"Monday, 24 January 2022 ",15994010,920000.00,810.00,1136.00
الخير,مخطط/3539,قطعة 4667,"Thursday, 13 January 2022 ",15903275,800000.00,756.00,1058.00
الخير,مخطط/3539,قطعة 487/1,"Tuesday, 18 January 2022 ",15943188,500000.00,405.00,1235.00
الخير,مخطط/3539,قطعة 4920,"Thursday, 6 January 2022 ",15848489,970000.00,735.00,1320.00
الخير,مخطط/3539,قطعة 4922,"Thursday, 6 January 2022 ",15848479,970000.00,735.00,1320.00
الخير,مخطط/3539,قطعة 4923,"Tuesday, 4 January 2022 ",15822270,830000.00,735.00,1129.00
الخير,مخطط/3539,قطعة 4924,"Thursday, 6 January 2022 ",15848435,970000.00,735.00,1320.00
الخير,مخطط/3539,قطعة 4925,"Thursday, 6 January 2022 ",15848890,830000.00,735.00,1129.00
الخير,مخطط/3539,قطعة 4926,"Thursday, 6 January 2022 ",15848558,970000.00,735.00,1320.00
الخير,مخطط/3539,قطعة 4928,"Monday, 31 January 2022 ",16063646,1080000.00,735.00,1469.00
الخير,مخطط/3539,قطعة 4931,"Sunday, 16 January 2022 ",15915857,850000.00,735.00,1156.00
الخير,مخطط/3539,قطعة 4933,"Sunday, 16 January 2022 ",15915881,850000.00,735.00,1156.00
الخير,مخطط/3539,قطعة 4934,"Sunday, 2 January 2022 ",15799516,1000000.00,735.00,1361.00
الخير,مخطط/3539,قطعة 4935,"Monday, 10 January 2022 ",15872966,880000.00,735.00,1197.00
الخير,مخطط/3539,قطعة 574,"Monday, 10 January 2022 ",15875641,1000000.00,776.05,1289.00
الخير,مخطط/3539,قطعة 575,"Sunday, 16 January 2022 ",15920263,830000.00,750.00,1107.00
الخير,مخطط/3539,قطعة 730/2,"Wednesday, 12 January 2022 ",15898910,625000.00,442.15,1414.00
الخير,مخطط/3539,قطعة 779,"Sunday, 2 January 2022 ",15799759,1050000.00,851.05,1234.00
الخير,مخطط/3539,قطعة 823/2,"Wednesday, 12 January 2022 ",15890663,500000.00,420.00,1190.00
الخير,مخطط/3539,قطعة 848,"Tuesday, 18 January 2022 ",15945035,1160000.00,866.10,1339.00
الخير,مخطط/3539,قطعة 849,"Tuesday, 18 January 2022 ",15945014,1160000.00,866.10,1339.00
الخير,مخطط/3539,قطعة 858,"Monday, 31 January 2022 ",16068391,1175000.00,866.10,1357.00
الخير,مخطط/3539,قطعة 880,"Thursday, 27 January 2022 ",16038689,900000.00,750.00,1200.00
الخير,مخطط/3539,قطعة 943,"Wednesday, 26 January 2022 ",16027696,1000000.00,810.00,1235.00
الخير,مخطط/3540,قطعة 1026/1,"Thursday, 13 January 2022 ",15904415,312000.00,303.88,1027.00
الخير,مخطط/3540,قطعة 1026/1,"Thursday, 13 January 2022 ",15908898,385000.00,303.88,1267.00
الخير,مخطط/3540,قطعة 1086/3,"Thursday, 27 January 2022 ",16029201,385000.00,225.00,1711.00
الخير,مخطط/3540,قطعة 1112,"Tuesday, 18 January 2022 ",15931112,950000.00,641.32,1481.00
الخير,مخطط/3540,قطعة 1133,"Thursday, 13 January 2022 ",15895965,880000.00,750.00,1173.00
الخير,مخطط/3540,قطعة 1141/1,"Monday, 10 January 2022 ",15869050,450000.00,375.00,1200.00
الخير,مخطط/3540,قطعة 1304,"Tuesday, 25 January 2022 ",16010260,930000.00,750.00,1240.00
الخير,مخطط/3540,قطعة 1336/2,"Monday, 24 January 2022 ",15997952,480000.00,375.00,1280.00
الخير,مخطط/3540,قطعة 1361,"Thursday, 13 January 2022 ",15909020,80000.00,750.00,107.00
الخير,مخطط/3540,قطعة 1361,"Wednesday, 19 January 2022 ",15955384,930000.00,750.00,1240.00
الخير,مخطط/3540,قطعة 1540,"Tuesday, 25 January 2022 ",16011336,700000.00,587.75,1191.00
الخير,مخطط/3540,قطعة 1593/1,"Friday, 14 January 2022 ",15910545,500000.00,375.00,1333.00
الخير,مخطط/3540,قطعة 1593/1,"Tuesday, 18 January 2022 ",15948551,550000.00,375.00,1467.00
الخير,مخطط/3540,قطعة 1925/1,"Tuesday, 18 January 2022 ",15942075,500000.00,375.00,1333.00
الخير,مخطط/3540,قطعة 200/1,"Monday, 10 January 2022 ",15875493,470000.00,375.00,1253.00
الخير,مخطط/3540,قطعة 200/2,"Monday, 10 January 2022 ",15875573,470000.00,375.00,1253.00
الخير,مخطط/3540,قطعة 210/1,"Sunday, 16 January 2022 ",15920615,500000.00,375.00,1333.00
الخير,مخطط/3540,قطعة 2210/1,"Tuesday, 11 January 2022 ",15881816,350000.00,291.50,1201.00
الخير,مخطط/3540,قطعة 2353,"Sunday, 2 January 2022 ",15791671,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 2355,"Thursday, 13 January 2022 ",15909079,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 2356,"Monday, 3 January 2022 ",15805069,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 2357,"Monday, 3 January 2022 ",15805186,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 2374/1,"Tuesday, 4 January 2022 ",15817442,440000.00,375.00,1173.00
الخير,مخطط/3540,قطعة 2380,"Monday, 17 January 2022 ",15934315,835000.00,750.00,1113.00
الخير,مخطط/3540,قطعة 2381,"Sunday, 16 January 2022 ",15919629,835000.00,750.00,1113.00
الخير,مخطط/3540,قطعة 2401/2,"Thursday, 27 January 2022 ",16038522,475000.00,300.35,1582.00
الخير,مخطط/3540,قطعة 2465,"Sunday, 9 January 2022 ",15857897,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 2496,"Sunday, 16 January 2022 ",15921248,875000.00,750.00,1167.00
الخير,مخطط/3540,قطعة 2497,"Sunday, 16 January 2022 ",15921308,875000.00,750.00,1167.00
الخير,مخطط/3540,قطعة 2680,"Monday, 3 January 2022 ",15811280,900000.00,744.23,1209.00
الخير,مخطط/3540,قطعة 2681,"Sunday, 9 January 2022 ",15856917,850000.00,732.55,1160.00
الخير,مخطط/3540,قطعة 2682,"Monday, 3 January 2022 ",15811827,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 2683,"Tuesday, 4 January 2022 ",15821978,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 2684,"Monday, 10 January 2022 ",15876150,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 2783,"Tuesday, 4 January 2022 ",15816907,780000.00,750.00,1040.00
الخير,مخطط/3540,قطعة 2831,"Monday, 24 January 2022 ",15993178,1000000.00,750.00,1333.00
الخير,مخطط/3540,قطعة 2832/2,"Sunday, 30 January 2022 ",16049425,550000.00,380.10,1447.00
الخير,مخطط/3540,قطعة 2833/1,"Monday, 31 January 2022 ",16068920,570000.00,380.10,1500.00
الخير,مخطط/3540,قطعة 2838/1,"Wednesday, 19 January 2022 ",15960943,500000.00,450.00,1111.00
الخير,مخطط/3540,قطعة 2838/1,"Thursday, 27 January 2022 ",16038116,590000.00,450.00,1311.00
الخير,مخطط/3540,قطعة 2841/1,"Tuesday, 11 January 2022 ",15888456,600000.00,450.00,1333.00
الخير,مخطط/3540,قطعة 2934,"Tuesday, 11 January 2022 ",15878844,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 3026,"Saturday, 29 January 2022 ",16041630,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 3037/1,"Monday, 31 January 2022 ",16054463,550000.00,375.30,1466.00
الخير,مخطط/3540,قطعة 3090,"Thursday, 20 January 2022 ",15967122,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3289,"Monday, 31 January 2022 ",16062456,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3290,"Monday, 31 January 2022 ",16062736,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3291,"Monday, 31 January 2022 ",16062897,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3292,"Monday, 31 January 2022 ",16063204,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3293,"Monday, 31 January 2022 ",16062989,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3294,"Monday, 31 January 2022 ",16062973,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3295,"Monday, 31 January 2022 ",16063440,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3296,"Monday, 31 January 2022 ",16062733,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3297,"Monday, 31 January 2022 ",16062866,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3298,"Monday, 31 January 2022 ",16062879,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3299,"Monday, 31 January 2022 ",16062681,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3300,"Monday, 31 January 2022 ",16062572,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3301,"Monday, 31 January 2022 ",16061782,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3302,"Monday, 31 January 2022 ",16062569,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3303,"Monday, 31 January 2022 ",16063524,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3304,"Monday, 31 January 2022 ",16063160,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3305,"Monday, 31 January 2022 ",16063048,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3306,"Monday, 31 January 2022 ",16061973,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 3307,"Monday, 31 January 2022 ",16062535,850000.00,900.00,944.00
الخير,مخطط/3540,قطعة 3308,"Monday, 31 January 2022 ",16062604,850000.00,900.00,944.00
الخير,مخطط/3540,قطعة 3319,"Monday, 3 January 2022 ",15791154,840000.00,762.25,1102.00
الخير,مخطط/3540,قطعة 3554/2,"Thursday, 6 January 2022 ",15843343,500000.00,450.00,1111.00
الخير,مخطط/3540,قطعة 4022/1,"Sunday, 23 January 2022 ",15986092,500000.00,375.00,1333.00
الخير,مخطط/3540,قطعة 4022/2,"Sunday, 23 January 2022 ",15982447,500000.00,375.00,1333.00
الخير,مخطط/3540,قطعة 408,"Tuesday, 4 January 2022 ",15823129,800000.00,712.41,1123.00
الخير,مخطط/3540,قطعة 4090,"Thursday, 6 January 2022 ",15848965,650000.00,670.80,969.00
الخير,مخطط/3540,قطعة 4112/2,"Sunday, 2 January 2022 ",15800001,500000.00,450.00,1111.00
الخير,مخطط/3540,قطعة 4201,"Monday, 10 January 2022 ",15875691,800000.00,812.46,985.00
الخير,مخطط/3540,قطعة 4202,"Monday, 10 January 2022 ",15875485,800000.00,824.13,971.00
الخير,مخطط/3540,قطعة 4203,"Monday, 10 January 2022 ",15875436,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4204,"Monday, 10 January 2022 ",15875509,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4205,"Monday, 10 January 2022 ",15874610,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4207,"Monday, 10 January 2022 ",15874642,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4208,"Monday, 10 January 2022 ",15874462,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4209,"Monday, 10 January 2022 ",15875128,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4210,"Monday, 10 January 2022 ",15874484,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4211,"Monday, 10 January 2022 ",15876049,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4211,"Wednesday, 26 January 2022 ",16026137,880000.00,750.00,1173.00
الخير,مخطط/3540,قطعة 4212,"Monday, 10 January 2022 ",15875774,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4212,"Wednesday, 26 January 2022 ",16026689,880000.00,750.00,1173.00
الخير,مخطط/3540,قطعة 4213,"Monday, 10 January 2022 ",15875952,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4213,"Wednesday, 26 January 2022 ",16026179,970000.00,750.00,1293.00
الخير,مخطط/3540,قطعة 4214,"Monday, 10 January 2022 ",15875750,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4214,"Wednesday, 26 January 2022 ",16026659,970000.00,750.00,1293.00
الخير,مخطط/3540,قطعة 4231,"Wednesday, 19 January 2022 ",15961968,750000.00,750.00,1000.00
الخير,مخطط/3540,قطعة 4231,"Tuesday, 25 January 2022 ",16012045,930000.00,750.00,1240.00
الخير,مخطط/3540,قطعة 4314,"Wednesday, 26 January 2022 ",16024093,887700.00,806.48,1101.00
الخير,مخطط/3540,قطعة 4314,"Sunday, 30 January 2022 ",16053687,1050000.00,806.48,1302.00
الخير,مخطط/3540,قطعة 4316,"Wednesday, 26 January 2022 ",16024149,892100.00,810.34,1101.00
الخير,مخطط/3540,قطعة 4316,"Sunday, 30 January 2022 ",16053595,1050000.00,810.34,1296.00
الخير,مخطط/3540,قطعة 4335,"Thursday, 6 January 2022 ",15844579,930000.00,738.52,1259.00
الخير,مخطط/3540,قطعة 4335,"Wednesday, 19 January 2022 ",15953872,1040000.00,738.52,1408.00
الخير,مخطط/3540,قطعة 4340,"Tuesday, 18 January 2022 ",15901596,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4340,"Sunday, 23 January 2022 ",15984090,930000.00,750.00,1240.00
الخير,مخطط/3540,قطعة 4456/1,"Sunday, 9 January 2022 ",15857288,500000.00,383.12,1305.00
الخير,مخطط/3540,قطعة 4554,"Sunday, 16 January 2022 ",15917801,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 4568/2,"Thursday, 20 January 2022 ",15963044,450000.00,375.00,1200.00
الخير,مخطط/3540,قطعة 4656,"Sunday, 2 January 2022 ",15797435,870000.00,750.00,1160.00
الخير,مخطط/3540,قطعة 4658,"Tuesday, 4 January 2022 ",15822078,850000.00,750.00,1133.00
الخير,مخطط/3540,قطعة 4659,"Monday, 3 January 2022 ",15810517,750000.00,750.00,1000.00
الخير,مخطط/3540,قطعة 4667,"Monday, 3 January 2022 ",15810892,750000.00,750.00,1000.00
الخير,مخطط/3540,قطعة 4670,"Monday, 3 January 2022 ",15810589,750000.00,750.00,1000.00
الخير,مخطط/3540,قطعة 4686/2,"Tuesday, 11 January 2022 ",15887846,460000.00,375.00,1227.00
الخير,مخطط/3540,قطعة 4793,"Thursday, 27 January 2022 ",16039913,700000.00,660.00,1061.00
الخير,مخطط/3540,قطعة 482/2,"Thursday, 6 January 2022 ",15840052,450000.00,376.75,1194.00
الخير,مخطط/3540,قطعة 4820/1,"Wednesday, 26 January 2022 ",16021161,480000.00,375.00,1280.00
الخير,مخطط/3540,قطعة 4897/1,"Wednesday, 26 January 2022 ",16013012,550000.00,375.00,1467.00
الخير,مخطط/3540,قطعة 4900,"Monday, 17 January 2022 ",15936601,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 4975/1,"Monday, 3 January 2022 ",15811495,450000.00,375.00,1200.00
الخير,مخطط/3540,قطعة 510,"Tuesday, 18 January 2022 ",15949454,700000.00,720.00,972.00
الخير,مخطط/3540,قطعة 5138/2,"Thursday, 27 January 2022 ",16032485,520000.00,375.00,1387.00
الخير,مخطط/3540,قطعة 574,"Tuesday, 11 January 2022 ",15883307,920000.00,749.86,1227.00
الخير,مخطط/3540,قطعة 584,"Monday, 17 January 2022 ",15933348,1050000.00,804.52,1305.00
الخير,مخطط/3540,قطعة 69,"Wednesday, 5 January 2022 ",15835868,800000.00,750.00,1067.00
الخير,مخطط/3540,قطعة 77,"Thursday, 20 January 2022 ",15972765,1000000.00,844.39,1184.00
الخير,مخطط/3540,قطعة 776,"Tuesday, 25 January 2022 ",16015128,950000.00,720.00,1319.00
الخير,مخطط/3541,قطعة 1123,"Thursday, 20 January 2022 ",15971626,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 1135,"Tuesday, 11 January 2022 ",15884952,1100000.00,750.00,1467.00
الخير,مخطط/3541,قطعة 1147,"Tuesday, 4 January 2022 ",15822204,1025000.00,750.00,1367.00
الخير,مخطط/3541,قطعة 1148,"Tuesday, 4 January 2022 ",15822535,1025000.00,750.00,1367.00
الخير,مخطط/3541,قطعة 1289,"Thursday, 27 January 2022 ",16038850,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 1367,"Monday, 10 January 2022 ",15871346,950000.00,750.00,1267.00
الخير,مخطط/3541,قطعة 1441,"Tuesday, 4 January 2022 ",15821500,1050000.00,911.62,1152.00
الخير,مخطط/3541,قطعة 1441,"Sunday, 23 January 2022 ",15979689,1240000.00,911.62,1360.00
الخير,مخطط/3541,قطعة 1487,"Wednesday, 5 January 2022 ",15830376,1100000.00,755.77,1455.00
الخير,مخطط/3541,قطعة 1488,"Wednesday, 5 January 2022 ",15830555,1100000.00,744.10,1478.00
الخير,مخطط/3541,قطعة 1489,"Wednesday, 5 January 2022 ",15830694,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 1490,"Wednesday, 5 January 2022 ",15830196,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 1649,"Sunday, 30 January 2022 ",16052975,1100000.00,712.20,1545.00
الخير,مخطط/3541,قطعة 1741,"Wednesday, 12 January 2022 ",15898038,1050000.00,750.00,1400.00
الخير,مخطط/3541,قطعة 1765/1,"Saturday, 15 January 2022 ",15911343,560000.00,375.00,1493.00
الخير,مخطط/3541,قطعة 180,"Sunday, 2 January 2022 ",15795473,1000000.00,921.06,1086.00
الخير,مخطط/3541,قطعة 180,"Tuesday, 25 January 2022 ",16014893,1200000.00,921.06,1303.00
الخير,مخطط/3541,قطعة 1810,"Tuesday, 25 January 2022 ",16014856,1020000.00,750.00,1360.00
الخير,مخطط/3541,قطعة 1944,"Wednesday, 26 January 2022 ",16022331,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 1946,"Wednesday, 26 January 2022 ",16022387,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 1980,"Sunday, 9 January 2022 ",15860822,1200000.00,1012.22,1186.00
الخير,مخطط/3541,قطعة 1981,"Sunday, 9 January 2022 ",15860404,1300000.00,1023.89,1270.00
الخير,مخطط/3541,قطعة 1989,"Tuesday, 25 January 2022 ",16009011,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 1997,"Thursday, 20 January 2022 ",15968472,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 2008,"Thursday, 6 January 2022 ",15843255,1100000.00,609.98,1803.00
الخير,مخطط/3541,قطعة 2009,"Thursday, 6 January 2022 ",15843368,1100000.00,598.31,1839.00
الخير,مخطط/3541,قطعة 2106,"Sunday, 16 January 2022 ",15917542,900000.00,953.50,944.00
الخير,مخطط/3541,قطعة 2131,"Sunday, 9 January 2022 ",15857947,700000.00,750.00,933.00
الخير,مخطط/3541,قطعة 2133,"Sunday, 9 January 2022 ",15858199,650000.00,750.00,867.00
الخير,مخطط/3541,قطعة 2469,"Sunday, 9 January 2022 ",15857173,860000.00,750.00,1147.00
الخير,مخطط/3541,قطعة 2505/2,"Sunday, 30 January 2022 ",16052347,505000.00,375.00,1347.00
الخير,مخطط/3541,قطعة 2527,"Wednesday, 26 January 2022 ",16023030,805000.00,1149.52,700.00
الخير,مخطط/3541,قطعة 2528,"Wednesday, 26 January 2022 ",16022959,545000.00,777.88,701.00
الخير,مخطط/3541,قطعة 255/1,"Wednesday, 5 January 2022 ",15836128,500000.00,375.00,1333.00
الخير,مخطط/3541,قطعة 255/2,"Wednesday, 5 January 2022 ",15836311,500000.00,375.00,1333.00
الخير,مخطط/3541,قطعة 2642/2,"Thursday, 13 January 2022 ",15908908,540000.00,375.00,1440.00
الخير,مخطط/3541,قطعة 2712/1,"Monday, 10 January 2022 ",15876056,350000.00,375.00,933.00
الخير,مخطط/3541,قطعة 2766,"Sunday, 9 January 2022 ",15856944,920000.00,750.00,1227.00
