Neighbourhood,Plannedـtransactionـdetails,Detailsـtransaction,Date,transactionـnumber,Total_price,Area,Price_per_meter
شرق الرياض,مخطط/3211,قطعة 485,"Monday, 21 February 2022 ",16251859,640000.00,904,708
شرق الرياض,مخطط/3211,قطعة 527,"Sunday, 13 February 2022 ",16177759,560000.00,875,640
شرق الرياض,مخطط/3211,قطعة 540,"Wednesday, 9 February 2022 ",16157742,610000.00,875,697
شرق الرياض,مخطط/3211,قطعة 567,"Sunday, 13 February 2022 ",16175697,660000.00,961.84,686
شرق الرياض,مخطط/3211,قطعة 577,"Sunday, 20 February 2022 ",16221775,600000.00,875,686
شرق الرياض,مخطط/3211,قطعة 631,"Monday, 7 February 2022 ",16127206,600000.00,875,686
شرق الرياض,مخطط/3211,قطعة 772,"Sunday, 27 February 2022 ",16295773,575000.00,884,650
شرق الرياض,مخطط/3211,قطعة 918,"Tuesday, 1 February 2022 ",16080576,510000.00,875,583
شرق الرياض,مخطط/3211,قطعة 919,"Tuesday, 8 February 2022 ",16145705,600000.00,874.99,686
شرق الرياض,مخطط/3211,قطعة 975,"Friday, 18 February 2022 ",16226430,495000.00,910,544
شرق الرياض,مخطط/3212,قطعة 199,"Wednesday, 16 February 2022 ",16214228,500000.00,846,591
شرق الرياض,مخطط/3212,قطعة 210,"Tuesday, 15 February 2022 ",16203497,490000.00,846,579
شرق الرياض,مخطط/3212,قطعة 245,"Thursday, 3 February 2022 ",16089074,530000.00,930,570
شرق الرياض,مخطط/3212,قطعة 264,"Sunday, 6 February 2022 ",16089219,500000.00,930,538
شرق الرياض,مخطط/3212,قطعة 273,"Sunday, 6 February 2022 ",16108132,650000.00,924.9,703
شرق الرياض,مخطط/3212,قطعة 507,"Tuesday, 8 February 2022 ",16145566,520000.00,864.15,602
شرق الرياض,مخطط/3212,قطعة 507,"Thursday, 10 February 2022 ",16169201,600000.00,864.15,694
شرق الرياض,مخطط/3212,قطعة 933,"Tuesday, 8 February 2022 ",16143688,530000.00,886.4,598
شرق الرياض,مخطط/3213,قطعة 117,"Wednesday, 9 February 2022 ",16156613,610000.00,840,726
شرق الرياض,مخطط/3213,قطعة 200,"Tuesday, 15 February 2022 ",16182433,400000.00,896.16,446
شرق الرياض,مخطط/3213,قطعة 200,"Sunday, 20 February 2022 ",16227527,480000.00,896.16,536
شرق الرياض,مخطط/3213,قطعة 206,"Sunday, 13 February 2022 ",16181774,580000.00,864,671
شرق الرياض,مخطط/3213,قطعة 207,"Monday, 7 February 2022 ",16130725,500000.00,864,579
شرق الرياض,مخطط/3213,قطعة 208,"Thursday, 10 February 2022 ",16163258,500000.00,864,579
شرق الرياض,مخطط/3213,قطعة 394,"Sunday, 6 February 2022 ",16091896,520000.00,869.99,598
شرق الرياض,مخطط/3213,قطعة 425,"Thursday, 10 February 2022 ",16166427,650000.00,863.99,752
شرق الرياض,مخطط/3213,قطعة 436,"Monday, 14 February 2022 ",16172272,100000.00,864,116
شرق الرياض,مخطط/3213,قطعة 485,"Sunday, 13 February 2022 ",16172071,600000.00,900,667
شرق الرياض,مخطط/3213,قطعة 490,"Saturday, 5 February 2022 ",16107752,475000.00,875,543
شرق الرياض,مخطط/3213,قطعة 596,"Thursday, 3 February 2022 ",16092625,500000.00,870,575
شرق الرياض,مخطط/3213,قطعة 596,"Monday, 21 February 2022 ",16251396,580000.00,870,667
شرق الرياض,مخطط/3213,قطعة 633,"Monday, 14 February 2022 ",16181709,550000.00,"1,338.95",411
شرق الرياض,مخطط/3213,قطعة 745,"Thursday, 17 February 2022 ",16223529,500000.00,812,616
شرق الرياض,مخطط/3213,قطعة 755,"Sunday, 13 February 2022 ",16172050,500000.00,844.65,592
شرق الرياض,مخطط/3213,قطعة 766,"Tuesday, 1 February 2022 ",16064801,500000.00,889.65,562
شرق الرياض,مخطط/3213,قطعة 781,"Tuesday, 15 February 2022 ",16203225,650000.00,870,747
شرق الرياض,مخطط/3213,قطعة 794,"Sunday, 6 February 2022 ",16115669,580000.00,828,700
شرق الرياض,مخطط/3213,قطعة 837,"Thursday, 10 February 2022 ",16167037,630000.00,960,656
شرق الرياض,مخطط/3214,قطعة 223,"Sunday, 13 February 2022 ",16182784,500000.00,"2,100.00",238
شرق الرياض,مخطط/3214,قطعة 230,"Monday, 28 February 2022 ",16304591,910000.00,"2,100.00",433
شرق الرياض,مخطط/3214,قطعة 255,"Thursday, 3 February 2022 ",16099006,1000000.00,"1,950.00",513
شرق الرياض,مخطط/3214,قطعة 256,"Thursday, 3 February 2022 ",16098806,1000000.00,"1,950.00",513
شرق الرياض,مخطط/3214,قطعة 257,"Thursday, 3 February 2022 ",16102637,1050000.00,"1,942.00",541
شرق الرياض,مخطط/3214,قطعة 258,"Thursday, 3 February 2022 ",16102683,1050000.00,"1,942.00",541
شرق الرياض,مخطط/3214,قطعة 283,"Wednesday, 16 February 2022 ",16215469,900000.00,"2,174.83",414
شرق الرياض,مخطط/3214,قطعة 350,"Tuesday, 8 February 2022 ",16142665,590000.00,"2,000.00",295
شرق الرياض,مخطط/3214,قطعة 350,"Sunday, 13 February 2022 ",16179883,880000.00,"2,000.00",440
شرق الرياض,مخطط/3214,قطعة 372,"Tuesday, 8 February 2022 ",16145391,765000.00,"1,950.00",392
شرق الرياض,مخطط/3214,قطعة 396,"Sunday, 6 February 2022 ",16117680,900000.00,"2,050.00",439
شرق الرياض,مخطط/3214,قطعة 432,"Monday, 7 February 2022 ",16133239,700000.00,"2,000.00",350
شرق الرياض,مخطط/3214,قطعة 484,"Thursday, 3 February 2022 ",16097492,1100000.00,"2,000.00",550
شرق الرياض,مخطط/3214,قطعة 593,"Monday, 28 February 2022 ",16301671,1000000.00,"2,040.00",490
شرق الرياض,مخطط/3214,قطعة 595,"Monday, 28 February 2022 ",16301518,1000000.00,"2,040.00",490
شرق الرياض,مخطط/3214,قطعة 802,"Wednesday, 16 February 2022 ",16215045,1000000.00,"2,112.00",473
شرق الرياض,مخطط/3214,قطعة 893,"Tuesday, 1 February 2022 ",16075540,1000000.00,"2,000.00",500
شرق الرياض,مخطط/3215,قطعة 1006,"Sunday, 13 February 2022 ",16177967,1050000.00,"2,000.00",525
شرق الرياض,مخطط/3215,قطعة 1008,"Sunday, 13 February 2022 ",16177861,1050000.00,"2,000.00",525
شرق الرياض,مخطط/3215,قطعة 1040,"Tuesday, 1 February 2022 ",16076575,1000000.00,"2,050.00",488
شرق الرياض,مخطط/3215,قطعة 1041,"Tuesday, 1 February 2022 ",16082446,1050000.00,"2,050.00",512
شرق الرياض,مخطط/3215,قطعة 1042,"Tuesday, 1 February 2022 ",16082384,1000000.00,"2,050.00",488
شرق الرياض,مخطط/3215,قطعة 306,"Sunday, 13 February 2022 ",16176552,1050000.00,"2,000.00",525
شرق الرياض,مخطط/3215,قطعة 308,"Sunday, 13 February 2022 ",16176411,900000.00,"2,000.00",450
شرق الرياض,مخطط/3215,قطعة 337,"Sunday, 20 February 2022 ",16234439,1050000.00,"2,000.00",525
شرق الرياض,مخطط/3215,قطعة 651,"Sunday, 13 February 2022 ",16176673,900000.00,"2,000.00",450
شرق الرياض,مخطط/3215,قطعة 664,"Thursday, 17 February 2022 ",16220124,50000.00,"2,000.00",25
شرق الرياض,مخطط/3215,قطعة 902,"Sunday, 13 February 2022 ",16172410,860000.00,"2,050.00",420
شرق الرياض,مخطط/3216,قطعة 1102,"Sunday, 6 February 2022 ",16117312,500000.00,918,545
شرق الرياض,مخطط/3216,قطعة 1151,"Monday, 28 February 2022 ",16282788,580000.00,918,632
شرق الرياض,مخطط/3216,قطعة 1254,"Tuesday, 15 February 2022 ",16203166,503181.00,918,548
شرق الرياض,مخطط/3216,قطعة 1304,"Thursday, 17 February 2022 ",16221626,600000.00,810.84,740
شرق الرياض,مخطط/3216,قطعة 1434,"Friday, 18 February 2022 ",16226357,570000.00,"1,021.38",558
شرق الرياض,مخطط/3216,قطعة 1457,"Wednesday, 16 February 2022 ",16215529,550000.00,952,578
شرق الرياض,مخطط/3216,قطعة 1882,"Sunday, 6 February 2022 ",16119201,520000.00,918,566
شرق الرياض,مخطط/3216,قطعة 1917,"Sunday, 6 February 2022 ",16108195,500000.00,952,525
شرق الرياض,مخطط/3216,قطعة 1950,"Sunday, 6 February 2022 ",16107711,550000.00,952,578
شرق الرياض,مخطط/3216,قطعة 2031,"Sunday, 6 February 2022 ",16107873,500000.00,952,525
شرق الرياض,مخطط/3216,قطعة 2114,"Tuesday, 15 February 2022 ",16197653,500000.00,954.95,524
شرق الرياض,مخطط/3216,قطعة 2222,"Wednesday, 9 February 2022 ",16155306,600000.00,"1,000.31",600
شرق الرياض,مخطط/3216,قطعة 2249,"Sunday, 13 February 2022 ",16174021,600000.00,922.76,650
شرق الرياض,مخطط/3216,قطعة 2269,"Sunday, 13 February 2022 ",16146009,650000.00,952,683
شرق الرياض,مخطط/3216,قطعة 2427,"Sunday, 13 February 2022 ",16181176,520000.00,"1,061.38",490
شرق الرياض,مخطط/3216,قطعة 2478,"Monday, 7 February 2022 ",16130999,492000.00,918,536
شرق الرياض,مخطط/3216,قطعة 2492,"Tuesday, 15 February 2022 ",16203151,521818.00,952,548
شرق الرياض,مخطط/3216,قطعة 254,"Wednesday, 2 February 2022 ",16092906,760000.00,922.08,824
شرق الرياض,مخطط/3216,قطعة 2689,"Thursday, 24 February 2022 ",16272173,600000.00,917.99,654
شرق الرياض,مخطط/3216,قطعة 296,"Friday, 18 February 2022 ",16226442,760000.00,941.67,807
شرق الرياض,مخطط/3216,قطعة 319,"Tuesday, 22 February 2022 ",16254797,315000.00,778.74,404
شرق الرياض,مخطط/3216,قطعة 366,"Thursday, 17 February 2022 ",16218241,570000.00,964.76,591
شرق الرياض,مخطط/3216,قطعة 517,"Thursday, 10 February 2022 ",16169290,600000.00,952,630
شرق الرياض,مخطط/3216,قطعة 546,"Monday, 21 February 2022 ",16243665,600000.00,979.64,612
شرق الرياض,مخطط/3216,قطعة 562,"Sunday, 27 February 2022 ",16292204,610000.00,918,664
شرق الرياض,مخطط/3216,قطعة 564,"Thursday, 24 February 2022 ",16262337,640000.00,918.02,697
شرق الرياض,مخطط/3217,قطعة 1040,"Monday, 28 February 2022 ",16280637,520000.00,900,578
شرق الرياض,مخطط/3217,قطعة 1087,"Thursday, 17 February 2022 ",16224000,520000.00,900,578
شرق الرياض,مخطط/3217,قطعة 1200,"Sunday, 13 February 2022 ",16182507,550000.00,900,611
شرق الرياض,مخطط/3217,قطعة 1225,"Sunday, 13 February 2022 ",16171104,450000.00,900,500
شرق الرياض,مخطط/3217,قطعة 1243,"Wednesday, 9 February 2022 ",16157557,510000.00,900,567
شرق الرياض,مخطط/3217,قطعة 1305,"Wednesday, 2 February 2022 ",16091518,580000.00,900,644
شرق الرياض,مخطط/3217,قطعة 1306,"Tuesday, 1 February 2022 ",16080003,530000.00,900,589
شرق الرياض,مخطط/3217,قطعة 1319,"Monday, 21 February 2022 ",16246918,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 1952,"Sunday, 13 February 2022 ",16178672,550000.00,900,611
شرق الرياض,مخطط/3217,قطعة 2144,"Tuesday, 1 February 2022 ",16081943,510000.00,900,567
شرق الرياض,مخطط/3217,قطعة 2165,"Wednesday, 2 February 2022 ",16069987,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 2165,"Sunday, 6 February 2022 ",16111051,600000.00,900,667
شرق الرياض,مخطط/3217,قطعة 2171,"Sunday, 27 February 2022 ",16295632,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 2249,"Wednesday, 9 February 2022 ",16153804,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 2396,"Wednesday, 16 February 2022 ",16213118,560000.00,900,622
شرق الرياض,مخطط/3217,قطعة 2461,"Saturday, 26 February 2022 ",16280801,515000.00,936,550
شرق الرياض,مخطط/3217,قطعة 2512,"Wednesday, 9 February 2022 ",16157227,650000.00,"1,153.22",564
شرق الرياض,مخطط/3217,قطعة 2513,"Wednesday, 9 February 2022 ",16157277,650000.00,"1,153.22",564
شرق الرياض,مخطط/3217,قطعة 2584,"Wednesday, 9 February 2022 ",16154301,520000.00,936,556
شرق الرياض,مخطط/3217,قطعة 2595,"Thursday, 17 February 2022 ",16223403,540000.00,936,577
شرق الرياض,مخطط/3217,قطعة 2619,"Tuesday, 15 February 2022 ",16193718,550000.00,900,611
شرق الرياض,مخطط/3217,قطعة 2632,"Wednesday, 23 February 2022 ",16266593,520000.00,900,578
شرق الرياض,مخطط/3217,قطعة 2713,"Thursday, 17 February 2022 ",16222046,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 2811,"Sunday, 13 February 2022 ",16178704,475000.00,883.45,538
شرق الرياض,مخطط/3217,قطعة 3100,"Wednesday, 23 February 2022 ",16257787,600000.00,900,667
شرق الرياض,مخطط/3217,قطعة 357,"Thursday, 17 February 2022 ",16221938,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 462,"Thursday, 3 February 2022 ",16102815,620000.00,"1,074.09",577
شرق الرياض,مخطط/3217,قطعة 528,"Thursday, 3 February 2022 ",16093624,515000.00,936,550
شرق الرياض,مخطط/3217,قطعة 607,"Sunday, 27 February 2022 ",16291702,520000.00,900,578
شرق الرياض,مخطط/3217,قطعة 677,"Thursday, 24 February 2022 ",16255019,510000.00,900,567
شرق الرياض,مخطط/3217,قطعة 723,"Tuesday, 15 February 2022 ",16199671,500000.00,900,556
شرق الرياض,مخطط/3217,قطعة 779,"Thursday, 3 February 2022 ",16100400,620000.00,936,662
شرق الرياض,مخطط/3217,قطعة 855,"Wednesday, 9 February 2022 ",16155348,570000.00,936,609
شرق الرياض,مخطط/3217,قطعة 858,"Wednesday, 23 February 2022 ",16266512,550000.00,936,588
شرق الرياض,مخطط/3217,قطعة 964,"Monday, 14 February 2022 ",16193258,580000.00,900,644
شرق الرياض,مخطط/3234,قطعة 1075,"Thursday, 17 February 2022 ",16225765,865000.00,"2,050.00",422
شرق الرياض,مخطط/3234,قطعة 1124,"Sunday, 27 February 2022 ",16289265,920000.00,"2,961.88",311
شرق الرياض,مخطط/3234,قطعة 1126,"Sunday, 27 February 2022 ",16289558,920000.00,"2,913.06",316
شرق الرياض,مخطط/3234,قطعة 1128,"Sunday, 27 February 2022 ",16289906,920000.00,"2,865.59",321
شرق الرياض,مخطط/3234,قطعة 1130,"Sunday, 27 February 2022 ",16289689,920000.00,"2,817.44",327
شرق الرياض,مخطط/3234,قطعة 1132,"Sunday, 27 February 2022 ",16289818,920000.00,"2,769.30",332
شرق الرياض,مخطط/3234,قطعة 1170,"Tuesday, 1 February 2022 ",16082598,740000.00,"2,100.00",352
شرق الرياض,مخطط/3234,قطعة 1171,"Tuesday, 22 February 2022 ",16254887,915000.00,"2,100.00",436
شرق الرياض,مخطط/3234,قطعة 1180,"Tuesday, 15 February 2022 ",16192916,900000.00,"2,000.00",450
شرق الرياض,مخطط/3234,قطعة 1184,"Thursday, 10 February 2022 ",16169007,850000.00,"2,000.00",425
شرق الرياض,مخطط/3234,قطعة 1184,"Wednesday, 23 February 2022 ",16267727,950000.00,"2,000.00",475
شرق الرياض,مخطط/3234,قطعة 1198,"Sunday, 20 February 2022 ",16225787,600000.00,"2,000.00",300
شرق الرياض,مخطط/3234,قطعة 1204,"Wednesday, 9 February 2022 ",16154205,820000.00,"2,000.00",410
شرق الرياض,مخطط/3234,قطعة 1346,"Tuesday, 15 February 2022 ",16202330,960000.00,"2,000.00",480
شرق الرياض,مخطط/3234,قطعة 1414,"Wednesday, 23 February 2022 ",16259652,714300.00,"1,648.50",433
شرق الرياض,مخطط/3234,قطعة 1474,"Sunday, 27 February 2022 ",16295437,760000.00,"2,231.18",341
شرق الرياض,مخطط/3234,قطعة 1575,"Sunday, 13 February 2022 ",16183009,800000.00,"2,000.00",400
شرق الرياض,مخطط/3234,قطعة 1667,"Wednesday, 2 February 2022 ",16086050,800000.00,"2,684.00",298
شرق الرياض,مخطط/3234,قطعة 1667,"Sunday, 13 February 2022 ",16176555,1100000.00,"2,684.00",410
شرق الرياض,مخطط/3234,قطعة 1706,"Monday, 7 February 2022 ",16129673,800000.00,"2,000.00",400
شرق الرياض,مخطط/3234,قطعة 296,"Thursday, 3 February 2022 ",16099646,150000.00,800,188
شرق الرياض,مخطط/3234,قطعة 341,"Monday, 7 February 2022 ",16133790,800000.00,"2,234.05",358
شرق الرياض,مخطط/3234,قطعة 425,"Monday, 21 February 2022 ",16251726,890000.00,"2,000.00",445
شرق الرياض,مخطط/3234,قطعة 528,"Tuesday, 8 February 2022 ",16139787,820000.00,"2,000.00",410
شرق الرياض,مخطط/3440,قطعة 1398,"Sunday, 6 February 2022 ",16113049,475000.00,877.44,541
شرق الرياض,مخطط/3440,قطعة 154,"Sunday, 6 February 2022 ",16117177,200000.00,761,263
شرق الرياض,مخطط/3440,قطعة 1701,"Tuesday, 15 February 2022 ",16204065,310000.00,750,413
شرق الرياض,مخطط/3440,قطعة 1841,"Tuesday, 8 February 2022 ",16136264,150000.00,810,185
شرق الرياض,مخطط/3440,قطعة 1841,"Sunday, 13 February 2022 ",16146027,450000.00,810,556
شرق الرياض,مخطط/3440,قطعة 1854,"Wednesday, 2 February 2022 ",16081895,430000.00,750,573
شرق الرياض,مخطط/3440,قطعة 2032,"Wednesday, 9 February 2022 ",16157829,325000.00,750,433
شرق الرياض,مخطط/3440,قطعة 2032,"Thursday, 17 February 2022 ",16222871,435000.00,750,580
شرق الرياض,مخطط/3440,قطعة 219,"Thursday, 10 February 2022 ",16146332,280000.00,810,346
شرق الرياض,مخطط/3440,قطعة 463,"Tuesday, 1 February 2022 ",16075940,270000.00,765,353
شرق الرياض,مخطط/3440,قطعة 948,"Wednesday, 9 February 2022 ",16143587,300000.00,765,392
شرق الرياض,مخطط/3441,قطعة 1089,"Thursday, 17 February 2022 ",16220302,25000.00,758.05,33
شرق الرياض,مخطط/3441,قطعة 1095,"Saturday, 5 February 2022 ",16107883,280000.00,763.75,367
شرق الرياض,مخطط/3441,قطعة 1222,"Thursday, 24 February 2022 ",16278557,255000.00,763.75,334
شرق الرياض,مخطط/3441,قطعة 1275,"Monday, 21 February 2022 ",16245114,200000.00,839.16,238
